,link,region,rating,ratingCount,lat,lon
Burnt Bridge Creek - Middle Section,http://www.wta.org/go-hiking/hikes/burnt-creek-bridge-middle-section,Southwest Washington -- Vancouver Area,0.0,0,45.6345,-122.615
Burnt Bridge Creek - Stewart Glen Section,http://www.wta.org/go-hiking/hikes/burnt-bridge-creek-stewart-glen-section,Southwest Washington -- Vancouver Area,0.0,0,45.6733,-122.6903
Burnt Bridge Creek - Western Section,http://www.wta.org/go-hiking/hikes/burnt-bridge-creek-western-section,Southwest Washington -- Vancouver Area,0.0,0,45.6534,-122.6621
Burnt Bridge Creek Greenway Trail,http://www.wta.org/go-hiking/hikes/burnt-bridge-creek-trail,Southwest Washington -- Vancouver Area,4.0,1,45.6359,-122.5802
Burnt Mountain,http://www.wta.org/go-hiking/hikes/ironstone-mountain,South Cascades -- White Pass/Cowlitz River Valley,3.17,6,46.7152,-121.166
Burnt Rock,http://www.wta.org/go-hiking/hikes/burnt-rock,South Cascades -- Mount Adams Area,2.8,5,46.2693,-121.5786
Burroughs Mountain,http://www.wta.org/go-hiking/hikes/burroughs-mountain,Mount Rainier Area -- NE - Sunrise/White River,4.22,36,46.9146,-121.6423
Bus Trail,http://www.wta.org/go-hiking/hikes/bus-trail,Issaquah Alps -- Tiger Mountain,3.25,4,47.5297,-121.9961
Busywild Overlook Snowshoe,http://www.wta.org/go-hiking/hikes/busywild-overlook-snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,3.0,2,46.7735,-121.9474
Butte Camp,http://www.wta.org/go-hiking/hikes/butte-camp,South Cascades -- Mount St. Helens,3.4,5,46.1435,-122.2322
Butte Creek Sitka Spruce Grove,http://www.wta.org/go-hiking/hikes/butte-creek-sitka-spruce-grove,Southwest Washington -- Long Beach Area,2.75,4,46.7161,-123.7426
By Pass Trail,http://www.wta.org/go-hiking/hikes/bypass-trail,Issaquah Alps -- Cougar Mountain,4.0,4,47.5301,-122.103
CCC Plateau,http://www.wta.org/go-hiking/hikes/ccc-pleateau,Snoqualmie Region -- North Bend Area,0.0,0,47.4866,-121.6736
CCC Road: Blowout Creek Trailhead,http://www.wta.org/go-hiking/hikes/ccc-road-blowout-creek-trailhead,Snoqualmie Region -- North Bend Area,2.5,2,47.5159,-121.6134
CCC Road: Lower Trailhead,http://www.wta.org/go-hiking/hikes/ccc-road-lower-trailhead,Snoqualmie Region -- North Bend Area,3.5,2,47.4862,-121.7012
CCC Road: Upper Trailhead,http://www.wta.org/go-hiking/hikes/ccc-road-upper-trailhead,Snoqualmie Region -- North Bend Area,3.0,2,47.5373,-121.5775
Cabinet Peak,http://www.wta.org/go-hiking/hikes/cabinet-peak,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
Cable Line Trail,http://www.wta.org/go-hiking/hikes/cable-line-trail,Issaquah Alps -- Tiger Mountain,3.5,8,47.5296,-121.9844
Cady Ridge,http://www.wta.org/go-hiking/hikes/cady-ridge,Central Cascades -- Stevens Pass - East,3.17,6,47.9183,-121.0874
Cairn Hill,http://www.wta.org/go-hiking/hikes/cairn-hill,Central Cascades -- Blewett Pass,0.0,0,47.3348,-120.6342
Cama Beach State Park,http://www.wta.org/go-hiking/hikes/cama-beach-state-park,Puget Sound and Islands -- Bellingham Area,4.5,2,48.1322,-122.5031
Camano Island State Park,http://www.wta.org/go-hiking/hikes/camano-island-state-park,Puget Sound and Islands -- Bellingham Area,2.62,8,48.122,-122.491
Camano Ridge Forest Preserve,http://www.wta.org/go-hiking/hikes/camano-ridge-forest-preserve,Puget Sound and Islands -- Bellingham Area,4.0,1,48.2145,-122.482
Camas Meadows,http://www.wta.org/go-hiking/hikes/camas-meadows,Central Cascades -- Blewett Pass,2.0,6,47.4755,-120.5837
Camp Long,http://www.wta.org/go-hiking/hikes/camp-long,Puget Sound and Islands -- Seattle-Tacoma Area,3.0,1,47.5554,-122.3753
Camp Muir,http://www.wta.org/go-hiking/hikes/camp-muir,Mount Rainier Area,4.32,25,46.786,-121.735
Camp Muir Snowshoe,http://www.wta.org/go-hiking/hikes/camp-muir-snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,3.0,3,46.7862,-121.7354
Camp Pleasant,http://www.wta.org/go-hiking/hikes/camp-pleasant,Olympic Peninsula -- Hood Canal,4.0,1,47.5153,-123.3259
Camp Schurman,http://www.wta.org/go-hiking/hikes/camp-schurman,Mount Rainier Area,0.0,0,46.9003,-121.6581
Camp Sekani Park,http://www.wta.org/go-hiking/hikes/camp-sekani-park,Central Cascades,0.0,0,,
Candy Point Trail,http://www.wta.org/go-hiking/hikes/candy-point-trail,Central Washington,0.0,0,47.9688,-118.9852
Canoe Peak,http://www.wta.org/go-hiking/hikes/canoe-peak,Snoqualmie Region -- North Bend Area,0.0,0,,
Canyon Creek,http://www.wta.org/go-hiking/hikes/canyon-creek,North Cascades -- North Cascades Highway - Hwy 20,3.25,4,48.7063,-120.9185
Canyon Lake Community Forest,http://www.wta.org/go-hiking/hikes/canyon-lake-community-forest,North Cascades -- Mount Baker Area,0.0,0,48.8297,-122.0629
Cap Sante Park,http://www.wta.org/go-hiking/hikes/cap-sante-park,Puget Sound and Islands -- Bellingham Area,0.0,0,48.5136,-122.5992
Cape Alava,http://www.wta.org/go-hiking/hikes/cape-alava,Olympic Peninsula -- Pacific Coast,3.25,8,48.1537,-124.6687
Cape Alava Loop (Ozette Triangle),http://www.wta.org/go-hiking/hikes/lake-ozette,Olympic Peninsula -- Pacific Coast,4.0,31,48.1536,-124.6679
Cape Disappointment State Park,http://www.wta.org/go-hiking/hikes/cape-disappointment-state-park,Southwest Washington -- Long Beach Area,4.0,2,46.2881,-124.0755
Cape Flattery,http://www.wta.org/go-hiking/hikes/cape-flattery,Olympic Peninsula -- Pacific Coast,4.0,22,48.3844,-124.7157
Cape Horn,http://www.wta.org/go-hiking/hikes/cape-horn,Southwest Washington -- Columbia River Gorge - WA,3.17,6,45.589,-122.1787
Capitol State Forest - Bob Bammert Grove Loop,http://www.wta.org/go-hiking/hikes/bob-bammert-grove-trail,Olympic Peninsula -- Olympia,0.0,0,46.9823,-123.1411
Capitol State Forest - Capitol Peak,http://www.wta.org/go-hiking/hikes/capitol-peak,Olympic Peninsula -- Olympia,3.33,6,46.9485,-123.194
Capitol State Forest - McLane Creek,http://www.wta.org/go-hiking/hikes/mclane-creek,Olympic Peninsula -- Olympia,4.11,9,47.0008,-123.0042
Capitol State Forest - Mount Molly,http://www.wta.org/go-hiking/hikes/mount-molly,Olympic Peninsula -- Olympia,3.0,1,46.94600000000001,-123.0985
Capitol State Forest - Porter Falls,http://www.wta.org/go-hiking/hikes/porter-falls,Olympic Peninsula -- Olympia,0.0,0,46.9714,-123.2744
Capitol State Forest - Rock Candy Mountain,http://www.wta.org/go-hiking/hikes/rock-candy-mountain,Olympic Peninsula -- Olympia,0.0,0,47.0058,-123.1117
Capitol State Forest - Sherman Creek Loop,http://www.wta.org/go-hiking/hikes/sherman-creek,Olympic Peninsula -- Olympia,4.0,6,46.9194,-123.113
Captain William Clark Regional Park at Cottonwood Beach- Dike Trail,http://www.wta.org/go-hiking/hikes/captain-william-clark-regional-park-at-cottonwood-beach-dike-trail,Southwest Washington -- Columbia River Gorge - WA,1.0,1,45.5669,-122.3371
Carbon Glacier,http://www.wta.org/go-hiking/hikes/carbon-glacier,Mount Rainier Area -- NW - Carbon River/Mowich,3.46,13,46.9771,-121.8315
Carbon River Rain Forest Nature Trail,http://www.wta.org/go-hiking/hikes/carbon-river-rain-forest-nature-trail,Mount Rainier Area -- NW - Carbon River/Mowich,3.25,4,46.9771,-121.8315
Carbon River to Ipsut Falls,http://www.wta.org/go-hiking/hikes/carbon-river,Mount Rainier Area -- NW - Carbon River/Mowich,3.29,7,46.9949,-121.9123
Carkeek Park,http://www.wta.org/go-hiking/hikes/carkeek-park,Puget Sound and Islands,3.0,1,47.7033,-122.3634
Carne Mountain,http://www.wta.org/go-hiking/hikes/carne-mountain,Central Cascades -- Stevens Pass - East,4.0,14,48.0829,-120.835
Carter Falls,http://www.wta.org/go-hiking/hikes/carter-falls,Mount Rainier Area -- SW - Longmire/Paradise,3.77,13,46.7497,-121.8106
Cascade Lake,http://www.wta.org/go-hiking/hikes/cascade-lake,Puget Sound and Islands -- Orcas Island,3.0,6,48.6562,-122.8555
Cascade Pass,http://www.wta.org/go-hiking/hikes/cascade-pass,North Cascades -- North Cascades Highway - Hwy 20,3.75,20,48.4754,-121.0751
Cascade Pass and Sahale Arm,http://www.wta.org/go-hiking/hikes/sahale-arm,North Cascades -- North Cascades Highway - Hwy 20,3.97,34,48.4755,-121.075
Cascade Rock,http://www.wta.org/go-hiking/hikes/cascade-rock,Olympic Peninsula -- Northern Coast,4.25,4,48.0273,-123.5894
Cascade Trail,http://www.wta.org/go-hiking/hikes/cascade-trail,Puget Sound and Islands -- Bellingham Area,1.0,1,48.5179,-122.2087
Castle Ridge,http://www.wta.org/go-hiking/hikes/castle-ridge,South Cascades -- Mount St. Helens,0.0,0,,
Castle Rock,http://www.wta.org/go-hiking/hikes/castle-rock,Central Washington -- Wenatchee,0.0,0,47.4207,-120.351
Castle Rock Riverfront Trail,http://www.wta.org/go-hiking/hikes/castle-rock-riverfront-trail,Southwest Washington,0.0,0,46.2649,-122.9009
Cat Creek Way,http://www.wta.org/go-hiking/hikes/cat-creek-way-trail,Olympic Peninsula -- Northern Coast,0.0,0,,
Cathedral Pass Loop,http://www.wta.org/go-hiking/hikes/cathedral-lake,North Cascades -- Pasayten,2.2,5,48.821999999999996,-120.0198
Cathedral Rock,http://www.wta.org/go-hiking/hikes/cathedral-rock,Snoqualmie Region -- Snoqualmie Pass,3.1,10,47.5435,-121.09700000000001
Catherine Creek - Natural Arch,http://www.wta.org/go-hiking/hikes/catherine-creek-natural-arch,Southwest Washington -- Columbia River Gorge - WA,0.0,0,,
Catherine Creek - Tracy Hill Loop Hike,http://www.wta.org/go-hiking/hikes/catherine-creek-ada-trail,Southwest Washington -- Columbia River Gorge - WA,0.0,0,,
Catherine Creek - Universal Access Trail,http://www.wta.org/go-hiking/hikes/catherine-creek,Southwest Washington -- Columbia River Gorge - WA,3.0,6,45.7104,-121.3622
Cattle Point Lighthouse,http://www.wta.org/go-hiking/hikes/cattle-point-lighthouse,Puget Sound and Islands -- San Juan Islands,0.0,0,48.4536,-122.9634
Cave Hole,http://www.wta.org/go-hiking/hikes/cave-hole,Issaquah Alps -- Cougar Mountain,3.6,5,47.5345,-122.1285
Cave Ridge,http://www.wta.org/go-hiking/hikes/cave-ridge,Snoqualmie Region -- Snoqualmie Pass,0.0,0,,
Cedar Butte,http://www.wta.org/go-hiking/hikes/cedar-butte,Snoqualmie Region -- North Bend Area,3.29,21,47.4335,-121.7675
Cedar Creek Park,http://www.wta.org/go-hiking/hikes/cedar-creek-park,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,,
Cedar Downs,http://www.wta.org/go-hiking/hikes/cedar-downs,Puget Sound and Islands -- Seattle-Tacoma Area,4.5,2,47.3739,-122.0557
Cedar Falls - Cedar Creek,http://www.wta.org/go-hiking/hikes/cedar-creek,North Cascades -- North Cascades Highway - Hwy 20,3.0,8,48.5792,-120.4787
Cedar Falls Snowshoe,http://www.wta.org/go-hiking/hikes/cedar-falls-snowshoe,North Cascades -- North Cascades Highway - Hwy 20,4.0,2,48.5804,-120.482
Cedar Flats Nature Trail,http://www.wta.org/go-hiking/hikes/cedar-flat,Southwest Washington -- Lewis River Region,2.5,4,46.1116,-122.0183
Cedar River Trail,http://www.wta.org/go-hiking/hikes/cedar-river-trail,Puget Sound and Islands -- Seattle-Tacoma Area,3.75,4,47.5,-122.2149
Center Mtn (6593') Daemon Peak (7514'),http://www.wta.org/go-hiking/hikes/center-mtn-6593-daemon-peak-7514,North Cascades -- Pasayten,0.0,0,,
Central Peak,http://www.wta.org/go-hiking/hikes/central-peak,Issaquah Alps -- Squak Mountain,3.0,4,47.4817,-122.0532
Chadwick Hill,http://www.wta.org/go-hiking/hikes/chadwick-hill,Puget Sound and Islands -- San Juan Islands,0.0,0,,
Chain Lakes Loop,http://www.wta.org/go-hiking/hikes/chain-lakes-3,North Cascades -- Mount Baker Area,4.18,17,48.8469,-121.6925
Chair Peak,http://www.wta.org/go-hiking/hikes/chair-peak,Snoqualmie Region -- Snoqualmie Pass,0.0,0,47.4154,-121.4433
Chambers Bay Loop,http://www.wta.org/go-hiking/hikes/chambers-bay-loop,Puget Sound and Islands -- Seattle-Tacoma Area,5.0,5,47.2117,-122.5696
Chamna Natural Preserve,http://www.wta.org/go-hiking/hikes/chamna-natural-preserve,Central Washington -- Tri-Cities,3.0,6,48.1103,-118.9709
Change Peak,http://www.wta.org/go-hiking/hikes/change-peak,Snoqualmie Region -- North Bend Area,2.0,1,47.4234,-121.6736
Chehalis River Discovery Trail,http://www.wta.org/go-hiking/hikes/chehalis-river-discovery-trail,Southwest Washington -- Lewis River Region,0.0,0,46.7681,-123.0245
Chehalis River Surge Plain,http://www.wta.org/go-hiking/hikes/chehalis-river-sloughs,Southwest Washington -- Long Beach Area,1.75,4,46.9449,-123.6502
Chehalis Western Trail,http://www.wta.org/go-hiking/hikes/chehalis-western-trail,Olympic Peninsula -- Olympia,0.0,0,47.0336,-122.8392
Chelan Butte,http://www.wta.org/go-hiking/hikes/chelan-butte,Central Cascades -- Entiat Mountains/Lake Chelan,3.67,6,47.8048,-120.0461
Chelan Lakeshore Trail,http://www.wta.org/go-hiking/hikes/chelan-lakeshore,Central Cascades -- Entiat Mountains/Lake Chelan,3.25,8,48.1466,-120.4983
Chelan Ridge,http://www.wta.org/go-hiking/hikes/chelan-ridge,Central Cascades -- Entiat Mountains/Lake Chelan,0.0,0,,
Cherry Creek Falls,http://www.wta.org/go-hiking/hikes/cherry-creek-falls,Central Cascades -- Stevens Pass - West,3.62,13,47.7457,-121.9076
Cheshiahud Lake Union Loop,http://www.wta.org/go-hiking/hikes/chesiahud-lake-union-loop,Puget Sound and Islands -- Seattle-Tacoma Area,3.67,3,47.646,-122.3362
Chester Butte Wildlife Area,http://www.wta.org/go-hiking/hikes/chester-butte-wildlife-area,Central Washington -- Wenatchee,3.5,4,,
Chetwoot Lake,http://www.wta.org/go-hiking/hikes/chetwoot-lake,Central Cascades -- Stevens Pass - West,0.0,0,,
Chewelah Peak,http://www.wta.org/go-hiking/hikes/chewelah-peak,Eastern Washington -- Selkirk Range,0.0,0,48.3004,-117.5628
Chief Joseph Wildlife Area - Grande Ronde River,http://www.wta.org/go-hiking/hikes/chief-joseph-wildlife-area-grande-ronde-river,Eastern Washington -- Palouse and Blue Mountains,3.0,3,,
Chief Joseph Wildlife Area - Green Gulch,http://www.wta.org/go-hiking/hikes/chief-joseph-wildlife-area-green-gulch,Eastern Washington -- Palouse and Blue Mountains,3.33,6,46.0221,-117.0276
Chief Sealth Trail,http://www.wta.org/go-hiking/hikes/chief-sealth-trail,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,,
Chihuly Trail,http://www.wta.org/go-hiking/hikes/chihuly-trail,Central Cascades -- Leavenworth Area,3.5,2,47.5502,-120.6867
Chilean Memorial,http://www.wta.org/go-hiking/hikes/chilean-memorial,Olympic Peninsula -- Pacific Coast,0.0,0,47.9643,-124.6635
Chimney Rock,http://www.wta.org/go-hiking/hikes/chimney-rock,Central Cascades,0.0,0,,
Chinook,http://www.wta.org/go-hiking/hikes/chinook,South Cascades,3.75,4,,
Chinook Bend Natural Area,http://www.wta.org/go-hiking/hikes/chinook-bend-natural-area,Puget Sound and Islands,0.0,0,,
Chinook Pass Snowshoe,http://www.wta.org/go-hiking/hikes/chinook-pass,Mount Rainier Area -- Chinook Pass - Hwy 410,3.25,4,46.897,-121.4323
Chinook Trail,http://www.wta.org/go-hiking/hikes/kloochman-butte-trail-180b,Southwest Washington -- Columbia River Gorge - WA,4.0,1,,
Chiwaukum Creek,http://www.wta.org/go-hiking/hikes/chiwaukum-creek,Central Cascades -- Stevens Pass - East,1.5,6,47.6889,-120.7408
Chiwaukum Creek Snowshoe,http://www.wta.org/go-hiking/hikes/chiwaukum-creek-snowshoe,Central Cascades -- Stevens Pass - East,1.5,2,47.6892,-120.7388
Chiwaukum Creek-Timothy Meadows,http://www.wta.org/go-hiking/hikes/chiwaukum-creek-timothy-meadows,Central Cascades -- Stevens Pass - East,3.0,2,47.6892,-120.7388
Chopper Peak,http://www.wta.org/go-hiking/hikes/chopper-peak,Central Washington -- Wenatchee,0.0,0,47.3993,-120.3957
Chuckanut Falls,http://www.wta.org/go-hiking/hikes/chuckanut-falls,Puget Sound and Islands -- Bellingham Area,0.0,0,48.7005,-122.4895
Chuckanut Ridge Trail,http://www.wta.org/go-hiking/hikes/chuckanut-ridge-trail,Puget Sound and Islands -- Bellingham Area,5.0,1,48.7008,-122.4893
Chukar Lake - Blythe Lake,http://www.wta.org/go-hiking/hikes/blythe-lake,Central Washington -- Potholes Region,2.6,5,46.9673,-119.3108
Church Mountain,http://www.wta.org/go-hiking/hikes/church-mountain,North Cascades -- Mount Baker Area,3.93,15,48.9123,-121.8578
Chybinski Loop,http://www.wta.org/go-hiking/hikes/chybinski-loop,Issaquah Alps -- Squak Mountain,3.25,4,47.5127,-122.0604
Circle Peak,http://www.wta.org/go-hiking/hikes/circle-peak,North Cascades,1.25,4,,
Cispus Braille Trail,http://www.wta.org/go-hiking/hikes/cispus-braille,South Cascades -- Dark Divide,2.75,4,46.4387,-121.8526
City Hall to Pike Place,http://www.wta.org/go-hiking/hikes/city-hall-to-pike-place,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.6095,-122.3415
Clackamas Mountain Trail,http://www.wta.org/go-hiking/hikes/clackamas-mountain-trail,Eastern Washington -- Okanogan Highlands/Kettle River Range,4.33,3,,
Clara and Marion Lakes,http://www.wta.org/go-hiking/hikes/marion-and-clara-lakes,Central Washington -- Wenatchee,3.91,11,47.2942,-120.3987
Clay Pit Road,http://www.wta.org/go-hiking/hikes/clay-pit-road,Issaquah Alps -- Cougar Mountain,2.75,4,47.5301,-122.103
Clayton Beach,http://www.wta.org/go-hiking/hikes/clayton-beach,Puget Sound and Islands -- Bellingham Area,2.0,1,48.6384,-122.4795
Cle Elum Point,http://www.wta.org/go-hiking/hikes/cle-elum-point,Snoqualmie Region -- Cle Elum Area,5.0,1,,
Clear Fork-Lily Lake,http://www.wta.org/go-hiking/hikes/clear-fork,South Cascades -- White Pass/Cowlitz River Valley,2.43,7,46.6555,-121.4862
Clear Lost,http://www.wta.org/go-hiking/hikes/clear-lost,South Cascades -- White Pass/Cowlitz River Valley,2.6,5,46.6257,-121.4459
Clear West Peak,http://www.wta.org/go-hiking/hikes/clearwest-peak,Mount Rainier Area -- Chinook Pass - Hwy 410,2.25,4,47.0241,-121.7339
Cleman Mountain - Waterworks Canyon Loop,http://www.wta.org/go-hiking/hikes/cleman-mountain,Central Washington -- Yakima,2.4,5,46.7486,-120.7982
Cleveland Mountain,http://www.wta.org/go-hiking/hikes/cleveland-mountain,Central Cascades -- Stevens Pass - West,0.0,0,47.6937,-121.4267
Coal Creek Falls,http://www.wta.org/go-hiking/hikes/coal-creek-falls,Issaquah Alps -- Cougar Mountain,3.36,28,47.5348,-122.1288
Coal Creek Snowshoe,http://www.wta.org/go-hiking/hikes/coal-creek-snowshoe,North Cascades -- Mountain Loop Highway,1.5,2,48.0731,-121.5225
Coal Creek Trail,http://www.wta.org/go-hiking/hikes/coal-creek,Issaquah Alps -- Cougar Mountain,2.91,11,47.5542,-122.1666
Coal Mine,http://www.wta.org/go-hiking/hikes/coal-mine,Issaquah Alps -- Squak Mountain,3.25,4,47.5119,-122.0563
Coal Mines Trail,http://www.wta.org/go-hiking/hikes/coal-mines-trail-cle-elum,Snoqualmie Region -- Cle Elum Area,0.0,0,47.1961,-120.9443
Coal Pass Snowshoe,http://www.wta.org/go-hiking/hikes/coal-pass,North Cascades -- Mount Baker Area,2.5,2,48.8381,-121.9044
Cochrane Memorial Park,http://www.wta.org/go-hiking/hikes/cochrane-memorial-park,Olympic Peninsula -- Olympia,0.0,0,46.9374,-122.6102
Colchuck Glacier,http://www.wta.org/go-hiking/hikes/colchuck-galcier,Central Cascades -- Leavenworth Area,0.0,0,,
Colchuck Lake,http://www.wta.org/go-hiking/hikes/colchuck-lake,Central Cascades -- Leavenworth Area,4.18,45,47.5277,-120.821
Colchuck Peak,http://www.wta.org/go-hiking/hikes/colchuck-peak,Central Cascades -- Leavenworth Area,0.0,0,,
Cold Creek Loop via Tinkham and Silver Peaks,http://www.wta.org/go-hiking/hikes/cold-creek,Snoqualmie Region -- Snoqualmie Pass,3.5,6,47.36600000000001,-121.4199
Cold Lake,http://www.wta.org/go-hiking/hikes/cold-lake,South Cascades -- Goat Rocks,4.0,1,,
Cold Springs Trail,http://www.wta.org/go-hiking/hikes/cold-springs-trail,Puget Sound and Islands -- San Juan Islands,0.0,0,,
Coldwater Lake,http://www.wta.org/go-hiking/hikes/coldwater-lake,South Cascades -- Mount St. Helens,3.29,7,,
Coldwater Peak,http://www.wta.org/go-hiking/hikes/coldwater-peak,South Cascades -- Mount St. Helens,3.0,1,46.2767,-122.2168
Coleman Glacier Snowshoe,http://www.wta.org/go-hiking/hikes/coleman-glacier-snowshoe,North Cascades -- Mount Baker Area,3.5,2,,
Coleman Pinnacle,http://www.wta.org/go-hiking/hikes/coleman-pinnacle,North Cascades -- Mount Baker Area,0.0,0,,
Coleman Weedpatch,http://www.wta.org/go-hiking/hikes/coleman-weedpatch,South Cascades -- Goat Rocks,2.6,5,46.4229,-121.501
Colonel Bob Trail - Colonel Bob Peak,http://www.wta.org/go-hiking/hikes/colonel-bob-trail-colonel-bob-peak,Olympic Peninsula -- Pacific Coast,0.0,0,47.4964,-123.7946
Colonial Peak,http://www.wta.org/go-hiking/hikes/colonial-peak,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
Columbia Hills State Park - Crawford Oaks,http://www.wta.org/go-hiking/hikes/columbia-hills-state-park-crawford-oaks,Southwest Washington -- Columbia River Gorge - WA,0.0,0,45.6568,-121.0866
